date,city,population,case,death,rate
2023-03-07 00:00:00,New Britain,72495.0,23160.0,302.0,13.7941
2023-03-07 00:00:00,New Canaan,20233.0,4229.0,50.0,72.31955152090433
2023-03-07 00:00:00,New Fairfield,13878.0,2968.0,15.0,65.77093804483933
2023-03-07 00:00:00,New Hartford,6656.0,1313.0,7.0,61.51476417599485
2023-03-07 00:00:00,New Haven,130250.0,42721.0,319.0,36.8522
2023-03-07 00:00:00,New London,26858.0,9333.0,59.0,29.7863
2023-03-07 00:00:00,New Milford,26805.0,6111.0,68.0,74.08281890543431
2023-03-07 00:00:00,Newington,30014.0,8095.0,154.0,26.6542
2023-03-07 00:00:00,Newtown,27891.0,6294.0,92.0,76.34891079941006
2023-03-07 00:00:00,Norfolk,1630.0,159.0,2.0,0.0
2023-03-07 00:00:00,North Branford,14146.0,3811.0,42.0,42.4148
2023-03-07 00:00:00,North Canaan,3251.0,654.0,20.0,59.50528011079181
2023-03-07 00:00:00,North Haven,23683.0,7322.0,78.0,25.3346
2023-03-07 00:00:00,North Stonington,5196.0,1172.0,14.0,59.72573058683346
2023-03-07 00:00:00,Norwalk,88816.0,27067.0,296.0,22.5185
2023-03-07 00:00:00,Norwich,38768.0,12746.0,115.0,30.9534
2023-03-07 00:00:00,Old Lyme,7306.0,1648.0,6.0,60.4960543731494
2023-03-07 00:00:00,Old Saybrook,10061.0,2590.0,72.0,63.130428228007695
2023-03-07 00:00:00,Orange,13926.0,3722.0,29.0,57.4465
2023-03-07 00:00:00,Oxford,13255.0,3070.0,39.0,64.93196608606057
2023-03-07 00:00:00,Plainfield,15125.0,4401.0,57.0,60.47017444185165
2023-03-07 00:00:00,Plainville,17534.0,4793.0,72.0,63.64834013812792
2023-03-07 00:00:00,Plymouth,11598.0,2819.0,23.0,62.324949173791545
2023-03-07 00:00:00,Pomfret,4203.0,941.0,8.0,58.9153421364418
2023-03-07 00:00:00,Portland,9267.0,2001.0,34.0,63.64769330770419
2023-03-07 00:00:00,Preston,4625.0,1295.0,11.0,57.47550800251609
2023-03-07 00:00:00,Prospect,9702.0,2445.0,11.0,60.276205669854754
2023-03-07 00:00:00,Putnam,9389.0,2477.0,42.0,60.95515543993962
2023-03-07 00:00:00,Redding,9116.0,1660.0,23.0,0.0
2023-03-07 00:00:00,Ridgefield,24959.0,5291.0,78.0,76.4123411787727
2023-03-07 00:00:00,Rocky Hill,20115.0,5274.0,157.0,24.8571
2023-03-07 00:00:00,Roxbury,2152.0,395.0,2.0,0.0
2023-03-07 00:00:00,Salem,4083.0,999.0,6.0,58.14559952510353
2023-03-07 00:00:00,Salisbury,3600.0,687.0,7.0,59.36117280417979
2023-03-07 00:00:00,Scotland,1672.0,139.0,2.0,0.0
2023-03-07 00:00:00,Seymour,16437.0,4865.0,90.0,61.69587270972644
2023-03-07 00:00:00,Sharon,2689.0,407.0,5.0,0.0
2023-03-07 00:00:00,Shelton,41129.0,12002.0,231.0,19.451
2023-03-07 00:00:00,Sherman,3630.0,595.0,3.0,0.0
2023-03-07 00:00:00,Simsbury,25395.0,4651.0,38.0,19.6889
2023-03-07 00:00:00,Somers,10784.0,2461.0,24.0,63.15325056561626
2023-03-07 00:00:00,South Windsor,26162.0,5716.0,76.0,26.7564
2023-03-07 00:00:00,Southbury,19571.0,4525.0,101.0,40.8768
2023-03-07 00:00:00,Southington,43834.0,11113.0,150.0,31.9387
2023-03-07 00:00:00,Sprague,2859.0,889.0,6.0,56.28895611870913
2023-03-07 00:00:00,Stafford,11893.0,2062.0,39.0,69.1217245253602
2023-03-07 00:00:00,Stamford,129638.0,36081.0,404.0,16.9703
2023-03-07 00:00:00,Sterling,3782.0,867.0,3.0,0.0
2023-03-07 00:00:00,Stonington,18559.0,4315.0,70.0,43.1058
2023-03-07 00:00:00,Stratford,51849.0,16946.0,225.0,17.3581
2023-03-07 00:00:00,Suffield,15814.0,4408.0,56.0,61.852322390164225
2023-03-07 00:00:00,Thomaston,7535.0,2099.0,19.0,0.0
2023-03-07 00:00:00,Thompson,9379.0,1990.0,16.0,0.0
2023-03-07 00:00:00,Tolland,14618.0,2686.0,28.0,70.0171319920818
2023-03-07 00:00:00,Torrington,34044.0,9716.0,198.0,29.3738
2023-03-07 00:00:00,Trumbull,35673.0,10608.0,186.0,67.40624533582833
2023-03-07 00:00:00,Union,839.0,256.0,2.0,0.0
2023-03-07 00:00:00,Vernon,29359.0,6058.0,88.0,23.8428
2023-03-07 00:00:00,Voluntown,2510.0,619.0,6.0,0.0
2023-03-07 00:00:00,Wallingford,44326.0,13253.0,231.0,31.5842
2023-03-07 00:00:00,Warren,1395.0,179.0,0.0,0.0
2023-03-07 00:00:00,Washington,3428.0,628.0,2.0,0.0
2023-03-07 00:00:00,Waterbury,107568.0,38029.0,533.0,22.3115
2023-03-07 00:00:00,Waterford,18746.0,5470.0,90.0,37.3413
2023-03-07 00:00:00,Watertown,21578.0,5985.0,90.0,64.8461938528766
2023-03-07 00:00:00,West Hartford,62965.0,14512.0,295.0,15.8818
2023-03-07 00:00:00,West Haven,54620.0,16074.0,179.0,16.4775
2023-03-07 00:00:00,Westbrook,6869.0,1603.0,12.0,60.179150252300765
2023-03-07 00:00:00,Weston,10252.0,2030.0,7.0,64.18745718436944
2023-03-07 00:00:00,Westport,28491.0,6459.0,44.0,74.03030436704078
2023-03-07 00:00:00,Wethersfield,26008.0,7132.0,66.0,34.6047
2023-03-07 00:00:00,Willington,5864.0,978.0,6.0,0.0
2023-03-07 00:00:00,Wilton,18343.0,4004.0,65.0,70.60600253458836
2023-03-07 00:00:00,Winchester,10604.0,2211.0,19.0,64.27731631595945
2023-03-07 00:00:00,Windham,24561.0,7910.0,84.0,57.36126378757784
2023-03-07 00:00:00,Windsor Locks,12854.0,3313.0,49.0,62.861808457918336
2023-03-07 00:00:00,Windsor,28733.0,8595.0,175.0,20.8819
2023-03-07 00:00:00,Wolcott,16587.0,4650.0,64.0,62.21347393335962
2023-03-07 00:00:00,Woodbridge,8750.0,2091.0,51.0,62.76513747171689
2023-03-07 00:00:00,Woodbury,9502.0,1977.0,16.0,63.40634066361392
2023-03-07 00:00:00,Woodstock,7858.0,1590.0,9.0,62.24624480547744
2023-03-07 00:00:00,Not_available,12980.631021346224,3265.0,9.0,61.43660639734391
2023-03-06 00:00:00,Andover,3236.0,609.0,6.0,0.0
2023-03-06 00:00:00,Ansonia,18654.0,6026.0,59.0,64.3294
2023-03-06 00:00:00,Ashford,4255.0,863.0,7.0,59.52729158946952
2023-03-06 00:00:00,Avon,18276.0,3770.0,87.0,27.3583
2023-03-06 00:00:00,Barkhamsted,3606.0,641.0,10.0,0.0
2023-03-06 00:00:00,Beacon Falls,6222.0,1595.0,13.0,58.8944370641959
2023-03-06 00:00:00,Berlin,20436.0,5020.0,59.0,24.4666
2023-03-06 00:00:00,Bethany,5548.0,1215.0,5.0,59.721113595716574
2023-03-06 00:00:00,Bethel,19800.0,4834.0,74.0,68.33628518369183
2023-03-06 00:00:00,Bethlehem,3402.0,706.0,6.0,58.75000697151223
2023-03-06 00:00:00,Bloomfield,21211.0,6053.0,150.0,28.2872
2023-03-06 00:00:00,Bolton,4884.0,927.0,7.0,60.428617370124954
2023-03-06 00:00:00,Bozrah,2726.0,736.0,9.0,57.23630548505641
2023-03-06 00:00:00,Branford,27900.0,7467.0,95.0,32.2581
2023-03-06 00:00:00,Bridgeport,144399.0,48733.0,482.0,23.5459
2023-03-06 00:00:00,Bridgewater,1635.0,250.0,1.0,0.0
2023-03-06 00:00:00,Bristol,59947.0,17226.0,245.0,16.6814
2023-03-06 00:00:00,Brookfield,16973.0,4381.0,29.0,63.162055495940926
2023-03-06 00:00:00,Brooklyn,8272.0,2409.0,22.0,58.013692492757436
2023-03-06 00:00:00,Burlington,9704.0,2097.0,10.0,0.0
2023-03-06 00:00:00,Canaan,1053.0,37.0,0.0,0.0
2023-03-06 00:00:00,Canterbury,5079.0,1313.0,5.0,0.0
2023-03-06 00:00:00,Canton,10254.0,1886.0,41.0,66.94018121263805
2023-03-06 00:00:00,Chaplin,2239.0,501.0,5.0,57.644763617307085
2023-03-06 00:00:00,Cheshire,28937.0,7807.0,89.0,27.6463
2023-03-06 00:00:00,Chester,4213.0,749.0,20.0,60.90413886450369
2023-03-06 00:00:00,Clinton,12925.0,3200.0,21.0,62.387077015023074
2023-03-06 00:00:00,Colchester,15809.0,3662.0,51.0,31.6276
2023-03-06 00:00:00,Colebrook,1400.0,170.0,2.0,0.0
2023-03-06 00:00:00,Columbia,5379.0,1154.0,13.0,0.0
2023-03-06 00:00:00,Cornwall,1362.0,230.0,2.0,0.0
2023-03-06 00:00:00,Coventry,12407.0,2536.0,14.0,65.6064679919047
2023-03-06 00:00:00,Cromwell,13839.0,3474.0,71.0,0.0
2023-03-06 00:00:00,Danbury,84694.0,23425.0,244.0,20.0723
2023-03-06 00:00:00,Darien,21728.0,4489.0,17.0,72.01941718028613
2023-03-06 00:00:00,Deep River,4443.0,891.0,2.0,59.47942913215006
2023-03-06 00:00:00,Derby,12339.0,3798.0,33.0,57.51302811411056
2023-03-06 00:00:00,Durham,7165.0,1742.0,10.0,0.0
2023-03-06 00:00:00,East Granby,5140.0,1069.0,5.0,59.874546428060754
2023-03-06 00:00:00,East Haddam,8997.0,1602.0,27.0,65.52878348298488
2023-03-06 00:00:00,East Hampton,12800.0,2791.0,29.0,65.41457694252104
2023-03-06 00:00:00,East Hartford,49872.0,15845.0,212.0,24.0616
2023-03-06 00:00:00,East Haven,28569.0,8894.0,113.0,24.5021
2023-03-06 00:00:00,East Lyme,18462.0,4833.0,69.0,37.9157
2023-03-06 00:00:00,East Windsor,11668.0,2642.0,64.0,65.81352398844814
2023-03-06 00:00:00,Eastford,1790.0,304.0,4.0,0.0
2023-03-06 00:00:00,Easton,7521.0,1708.0,7.0,60.585754974617004
2023-03-06 00:00:00,Ellington,16467.0,2755.0,37.0,73.96646426514411
2023-03-06 00:00:00,Enfield,43659.0,10870.0,99.0,41.2286
2023-03-06 00:00:00,Essex,6668.0,1349.0,19.0,61.89730710409108
2023-03-06 00:00:00,Fairfield,62045.0,18367.0,262.0,29.0112
2023-03-06 00:00:00,Farmington,25497.0,5620.0,77.0,75.19502535835005
2023-03-06 00:00:00,Franklin,1920.0,491.0,2.0,0.0
2023-03-06 00:00:00,Glastonbury,34482.0,7649.0,127.0,26.1006
2023-03-06 00:00:00,Goshen,2863.0,555.0,4.0,58.555050997873536
2023-03-06 00:00:00,Granby,11507.0,1994.0,35.0,52.1422
2023-03-06 00:00:00,Greenwich,62840.0,17231.0,147.0,15.9134
2023-03-06 00:00:00,Griswold,11534.0,3393.0,34.0,58.69269552309318
2023-03-06 00:00:00,Groton,38436.0,9639.0,136.0,15.6104
2023-03-06 00:00:00,Guilford,22133.0,5702.0,51.0,66.0536308944071
2023-03-06 00:00:00,Haddam,8193.0,1699.0,13.0,62.40077479150057
2023-03-06 00:00:00,Hamden,60556.0,17358.0,250.0,47.8896
2023-03-06 00:00:00,Hampton,1842.0,524.0,1.0,56.424401111091534
2023-03-06 00:00:00,Hartford,122105.0,38334.0,443.0,14.7414
2023-03-06 00:00:00,Hartland,2120.0,302.0,6.0,0.0
2023-03-06 00:00:00,Harwinton,5420.0,1217.0,10.0,0.0
2023-03-06 00:00:00,Hebron,9504.0,1894.0,17.0,64.04786179428154
2023-03-06 00:00:00,Kent,2777.0,667.0,2.0,0.0
2023-03-06 00:00:00,Killingly,17336.0,5171.0,90.0,61.46870332078543
2023-03-06 00:00:00,Killingworth,6364.0,1337.0,12.0,60.97153098150435
2023-03-06 00:00:00,Lebanon,7144.0,1690.0,9.0,60.00355455882281
2023-03-06 00:00:00,Ledyard,14621.0,4014.0,17.0,47.8763
2023-03-06 00:00:00,Lisbon,4220.0,1059.0,15.0,58.47481587700996
2023-03-06 00:00:00,Litchfield,8094.0,1595.0,14.0,62.973316186026146
2023-03-06 00:00:00,Lyme,2316.0,394.0,1.0,0.0
2023-03-06 00:00:00,Madison,18030.0,4357.0,51.0,33.2779
2023-03-06 00:00:00,Manchester,57584.0,14429.0,204.0,20.8391
2023-03-06 00:00:00,Mansfield,25487.0,3520.0,35.0,87.86901364308173
2023-03-06 00:00:00,Marlborough,6335.0,1401.0,33.0,0.0
2023-03-06 00:00:00,Meriden,59395.0,20210.0,245.0,21.8874
2023-03-06 00:00:00,Middlebury,7798.0,1916.0,25.0,60.62902418418395
2023-03-06 00:00:00,Middlefield,4374.0,859.0,7.0,59.81159789853571
2023-03-06 00:00:00,Middletown,46258.0,12938.0,198.0,10.8089
2023-03-06 00:00:00,Milford,54747.0,15324.0,207.0,38.3583
2023-03-06 00:00:00,Monroe,19434.0,4917.0,27.0,64.56930166026976
2023-03-06 00:00:00,Montville,18508.0,5520.0,56.0,59.793972788421314
2023-03-06 00:00:00,Morris,2254.0,389.0,3.0,0.0
2023-03-06 00:00:00,Naugatuck,31108.0,9583.0,157.0,19.2876
2023-03-06 00:00:00,New Britain,72495.0,23157.0,302.0,15.1735
2023-03-06 00:00:00,New Canaan,20233.0,4229.0,50.0,72.31955152090433
2023-03-06 00:00:00,New Fairfield,13878.0,2968.0,15.0,65.77093804483933
2023-03-06 00:00:00,New Hartford,6656.0,1312.0,7.0,61.52182802326139
2023-03-06 00:00:00,New Haven,130250.0,42714.0,319.0,36.8522
2023-03-06 00:00:00,New London,26858.0,9330.0,59.0,33.5096
2023-03-06 00:00:00,New Milford,26805.0,6109.0,68.0,74.0969465999674
2023-03-06 00:00:00,Newington,30014.0,8093.0,154.0,43.3131
2023-03-06 00:00:00,Newtown,27891.0,6293.0,92.0,21.5123
2023-03-06 00:00:00,Norfolk,1630.0,159.0,2.0,0.0
2023-03-06 00:00:00,North Branford,14146.0,3804.0,42.0,49.484
2023-03-06 00:00:00,North Canaan,3251.0,654.0,20.0,59.50528011079181
2023-03-06 00:00:00,North Haven,23683.0,7324.0,78.0,33.7795
2023-03-06 00:00:00,North Stonington,5196.0,1172.0,14.0,59.72573058683346
2023-03-06 00:00:00,Norwalk,88816.0,27063.0,296.0,31.5259
2023-03-06 00:00:00,Norwich,38768.0,12746.0,115.0,46.43
2023-03-06 00:00:00,Old Lyme,7306.0,1647.0,6.0,60.50311822041594
2023-03-06 00:00:00,Old Saybrook,10061.0,2590.0,72.0,63.130428228007695
2023-03-06 00:00:00,Orange,13926.0,3722.0,29.0,57.4465
2023-03-06 00:00:00,Oxford,13255.0,3070.0,39.0,64.93196608606057
2023-03-06 00:00:00,Plainfield,15125.0,4401.0,57.0,60.47017444185165
2023-03-06 00:00:00,Plainville,17534.0,4791.0,72.0,28.516
2023-03-06 00:00:00,Plymouth,11598.0,2819.0,23.0,62.324949173791545
2023-03-06 00:00:00,Pomfret,4203.0,941.0,8.0,58.9153421364418
2023-03-06 00:00:00,Portland,9267.0,2002.0,34.0,63.64062946043764
2023-03-06 00:00:00,Preston,4625.0,1293.0,11.0,0.0
2023-03-06 00:00:00,Prospect,9702.0,2444.0,11.0,60.2832695171213
2023-03-06 00:00:00,Putnam,9389.0,2478.0,42.0,60.94809159267307
2023-03-06 00:00:00,Redding,9116.0,1661.0,23.0,0.0
2023-03-06 00:00:00,Ridgefield,24959.0,5292.0,78.0,20.0329
2023-03-06 00:00:00,Rocky Hill,20115.0,5273.0,157.0,34.7999
2023-03-06 00:00:00,Roxbury,2152.0,395.0,2.0,0.0
2023-03-06 00:00:00,Salem,4083.0,999.0,6.0,58.14559952510353
2023-03-06 00:00:00,Salisbury,3600.0,687.0,7.0,59.36117280417979
2023-03-06 00:00:00,Scotland,1672.0,139.0,2.0,0.0
2023-03-06 00:00:00,Seymour,16437.0,4864.0,90.0,30.4192
2023-03-06 00:00:00,Sharon,2689.0,407.0,5.0,0.0
2023-03-06 00:00:00,Shelton,41129.0,12000.0,231.0,14.5882
2023-03-06 00:00:00,Sherman,3630.0,595.0,3.0,0.0
2023-03-06 00:00:00,Simsbury,25395.0,4651.0,38.0,79.83460234372234
2023-03-06 00:00:00,Somers,10784.0,2461.0,24.0,63.15325056561626
2023-03-06 00:00:00,South Windsor,26162.0,5715.0,76.0,19.1117
2023-03-06 00:00:00,Southbury,19571.0,4523.0,101.0,45.9864
2023-03-06 00:00:00,Southington,43834.0,11113.0,150.0,36.5013
2023-03-06 00:00:00,Sprague,2859.0,889.0,6.0,56.28895611870913
2023-03-06 00:00:00,Stafford,11893.0,2062.0,39.0,69.1217245253602
2023-03-06 00:00:00,Stamford,129638.0,36077.0,404.0,18.5131
2023-03-06 00:00:00,Sterling,3782.0,867.0,3.0,0.0
2023-03-06 00:00:00,Stonington,18559.0,4313.0,70.0,26.9411
2023-03-06 00:00:00,Stratford,51849.0,16945.0,225.0,15.4294
2023-03-06 00:00:00,Suffield,15814.0,4406.0,56.0,31.6176
2023-03-06 00:00:00,Thomaston,7535.0,2098.0,19.0,0.0
2023-03-06 00:00:00,Thompson,9379.0,1988.0,16.0,0.0
2023-03-06 00:00:00,Tolland,14618.0,2686.0,28.0,70.0171319920818
2023-03-06 00:00:00,Torrington,34044.0,9716.0,198.0,41.1233
2023-03-06 00:00:00,Trumbull,35673.0,10611.0,186.0,16.8194
2023-03-06 00:00:00,Union,839.0,256.0,2.0,0.0
2023-03-06 00:00:00,Vernon,29359.0,6056.0,88.0,27.2489
2023-03-06 00:00:00,Voluntown,2510.0,619.0,6.0,0.0
2023-03-06 00:00:00,Wallingford,44326.0,13252.0,231.0,36.0962
2023-03-06 00:00:00,Warren,1395.0,179.0,0.0,0.0
2023-03-06 00:00:00,Washington,3428.0,628.0,2.0,0.0
2023-03-06 00:00:00,Waterbury,107568.0,38026.0,533.0,28.819
2023-03-06 00:00:00,Waterford,18746.0,5471.0,90.0,32.0068
2023-03-06 00:00:00,Watertown,21578.0,5985.0,90.0,64.8461938528766
2023-03-06 00:00:00,West Hartford,62965.0,14513.0,295.0,17.47
2023-03-06 00:00:00,West Haven,54620.0,16069.0,179.0,20.1391
2023-03-06 00:00:00,Westbrook,6869.0,1601.0,12.0,60.19327794683385
2023-03-06 00:00:00,Weston,10252.0,2029.0,7.0,0.0
2023-03-06 00:00:00,Westport,28491.0,6459.0,44.0,74.03030436704078
2023-03-06 00:00:00,Wethersfield,26008.0,7129.0,66.0,38.4497
2023-03-06 00:00:00,Willington,5864.0,978.0,6.0,0.0
2023-03-06 00:00:00,Wilton,18343.0,4005.0,65.0,27.2584
2023-03-06 00:00:00,Winchester,10604.0,2210.0,19.0,64.28438016322599
2023-03-06 00:00:00,Windham,24561.0,7910.0,84.0,57.36126378757784
2023-03-06 00:00:00,Windsor Locks,12854.0,3311.0,49.0,62.87593615245143
2023-03-06 00:00:00,Windsor,28733.0,8595.0,175.0,31.3229
2023-03-06 00:00:00,Wolcott,16587.0,4650.0,64.0,62.21347393335962
2023-03-06 00:00:00,Woodbridge,8750.0,2092.0,51.0,62.75807362445035
2023-03-06 00:00:00,Woodbury,9502.0,1979.0,16.0,63.39221296908082
2023-03-06 00:00:00,Woodstock,7858.0,1590.0,9.0,62.24624480547744
2023-03-06 00:00:00,Not_available,12974.73312989462,3263.0,9.0,61.43804366723629
2023-03-05 00:00:00,Andover,3236.0,609.0,6.0,0.0
2023-03-05 00:00:00,Ansonia,18654.0,6026.0,59.0,64.3294
2023-03-05 00:00:00,Ashford,4255.0,863.0,7.0,59.52729158946952
2023-03-05 00:00:00,Avon,18276.0,3770.0,87.0,73.23498514816261
2023-03-05 00:00:00,Barkhamsted,3606.0,641.0,10.0,59.851775201073934
2023-03-05 00:00:00,Beacon Falls,6222.0,1594.0,13.0,58.90150091146245
2023-03-05 00:00:00,Berlin,20436.0,5022.0,59.0,29.36
2023-03-05 00:00:00,Bethany,5548.0,1215.0,5.0,59.721113595716574
2023-03-05 00:00:00,Bethel,19800.0,4835.0,74.0,68.32922133642529
2023-03-05 00:00:00,Bethlehem,3402.0,706.0,6.0,58.75000697151223
2023-03-05 00:00:00,Bloomfield,21211.0,6054.0,150.0,33.0017
2023-03-05 00:00:00,Bolton,4884.0,927.0,7.0,60.428617370124954
2023-03-05 00:00:00,Bozrah,2726.0,736.0,9.0,57.23630548505641
2023-03-05 00:00:00,Branford,27900.0,7464.0,95.0,25.0896
2023-03-05 00:00:00,Bridgeport,144399.0,48731.0,482.0,24.2384
2023-03-05 00:00:00,Bridgewater,1635.0,250.0,1.0,0.0
2023-03-05 00:00:00,Bristol,59947.0,17223.0,245.0,18.3495
2023-03-05 00:00:00,Brookfield,16973.0,4382.0,29.0,35.3503
2023-03-05 00:00:00,Brooklyn,8272.0,2408.0,22.0,58.02075634002398
2023-03-05 00:00:00,Burlington,9704.0,2098.0,10.0,62.680745617415155
2023-03-05 00:00:00,Canaan,1053.0,38.0,0.0,0.0
2023-03-05 00:00:00,Canterbury,5079.0,1313.0,5.0,0.0
2023-03-05 00:00:00,Canton,10254.0,1886.0,41.0,66.94018121263805
2023-03-05 00:00:00,Chaplin,2239.0,501.0,5.0,57.644763617307085
2023-03-05 00:00:00,Cheshire,28937.0,7807.0,89.0,38.0136
2023-03-05 00:00:00,Chester,4213.0,748.0,20.0,60.91120271177024
2023-03-05 00:00:00,Clinton,12925.0,3199.0,21.0,62.39414086228962
2023-03-05 00:00:00,Colchester,15809.0,3663.0,51.0,37.9531
2023-03-05 00:00:00,Colebrook,1400.0,170.0,2.0,0.0
2023-03-05 00:00:00,Columbia,5379.0,1154.0,13.0,0.0
2023-03-05 00:00:00,Cornwall,1362.0,230.0,2.0,0.0
2023-03-05 00:00:00,Coventry,12407.0,2536.0,14.0,65.6064679919047
2023-03-05 00:00:00,Cromwell,13839.0,3475.0,71.0,0.0
2023-03-05 00:00:00,Danbury,84694.0,23420.0,244.0,18.8915
2023-03-05 00:00:00,Darien,21728.0,4490.0,17.0,72.01235333301958
2023-03-05 00:00:00,Deep River,4443.0,890.0,2.0,59.4864929794166
2023-03-05 00:00:00,Derby,12339.0,3797.0,33.0,57.52009196137711
2023-03-05 00:00:00,Durham,7165.0,1741.0,10.0,0.0
2023-03-05 00:00:00,East Granby,5140.0,1070.0,5.0,59.86748258079421
2023-03-05 00:00:00,East Haddam,8997.0,1599.0,27.0,65.54997502478452
2023-03-05 00:00:00,East Hampton,12800.0,2791.0,29.0,65.41457694252104
2023-03-05 00:00:00,East Hartford,49872.0,15847.0,212.0,24.0616
2023-03-05 00:00:00,East Haven,28569.0,8889.0,113.0,21.0018
2023-03-05 00:00:00,East Lyme,18462.0,4833.0,69.0,54.1653
2023-03-05 00:00:00,East Windsor,11668.0,2642.0,64.0,65.81352398844814
2023-03-05 00:00:00,Eastford,1790.0,304.0,4.0,0.0
2023-03-05 00:00:00,Easton,7521.0,1708.0,7.0,60.585754974617004
2023-03-05 00:00:00,Ellington,16467.0,2756.0,37.0,73.95940041787756
2023-03-05 00:00:00,Enfield,43659.0,10869.0,99.0,48.1
2023-03-05 00:00:00,Essex,6668.0,1348.0,19.0,61.90437095135762
2023-03-05 00:00:00,Fairfield,62045.0,18363.0,262.0,29.0112
2023-03-05 00:00:00,Farmington,25497.0,5622.0,77.0,27.4542
2023-03-05 00:00:00,Franklin,1920.0,491.0,2.0,0.0
2023-03-05 00:00:00,Glastonbury,34482.0,7647.0,127.0,26.1006
2023-03-05 00:00:00,Goshen,2863.0,554.0,4.0,58.56211484514008
2023-03-05 00:00:00,Granby,11507.0,1994.0,35.0,60.8325
2023-03-05 00:00:00,Greenwich,62840.0,17223.0,147.0,11.1394
2023-03-05 00:00:00,Griswold,11534.0,3392.0,34.0,58.69975937035972
2023-03-05 00:00:00,Groton,38436.0,9641.0,136.0,26.0173
2023-03-05 00:00:00,Guilford,22133.0,5704.0,51.0,31.627
2023-03-05 00:00:00,Haddam,8193.0,1699.0,13.0,62.40077479150057
2023-03-05 00:00:00,Hamden,60556.0,17354.0,250.0,47.8896
2023-03-05 00:00:00,Hampton,1842.0,524.0,1.0,56.424401111091534
2023-03-05 00:00:00,Hartford,122105.0,38329.0,443.0,17.1983
2023-03-05 00:00:00,Hartland,2120.0,302.0,6.0,0.0
2023-03-05 00:00:00,Harwinton,5420.0,1217.0,10.0,0.0
2023-03-05 00:00:00,Hebron,9504.0,1895.0,17.0,64.04079794701501
2023-03-05 00:00:00,Kent,2777.0,668.0,2.0,0.0
2023-03-05 00:00:00,Killingly,17336.0,5172.0,90.0,61.461639473518886
2023-03-05 00:00:00,Killingworth,6364.0,1337.0,12.0,60.97153098150435
2023-03-05 00:00:00,Lebanon,7144.0,1688.0,9.0,60.01768225335591
2023-03-05 00:00:00,Ledyard,14621.0,4010.0,17.0,60.11095053827168
2023-03-05 00:00:00,Lisbon,4220.0,1059.0,15.0,58.47481587700996
2023-03-05 00:00:00,Litchfield,8094.0,1594.0,14.0,62.98038003329269
2023-03-05 00:00:00,Lyme,2316.0,394.0,1.0,0.0
2023-03-05 00:00:00,Madison,18030.0,4356.0,51.0,38.8242
2023-03-05 00:00:00,Manchester,57584.0,14430.0,204.0,24.3123
2023-03-05 00:00:00,Mansfield,25487.0,3521.0,35.0,87.86194979581518
2023-03-05 00:00:00,Marlborough,6335.0,1401.0,33.0,0.0
2023-03-05 00:00:00,Meriden,59395.0,20211.0,245.0,23.571
2023-03-05 00:00:00,Middlebury,7798.0,1916.0,25.0,60.62902418418395
2023-03-05 00:00:00,Middlefield,4374.0,858.0,7.0,0.0
2023-03-05 00:00:00,Middletown,46258.0,12942.0,198.0,15.1325
2023-03-05 00:00:00,Milford,54747.0,15326.0,207.0,38.3583
2023-03-05 00:00:00,Monroe,19434.0,4918.0,27.0,64.56223781300321
2023-03-05 00:00:00,Montville,18508.0,5519.0,56.0,59.80103663568786
2023-03-05 00:00:00,Morris,2254.0,389.0,3.0,0.0
2023-03-05 00:00:00,Naugatuck,31108.0,9583.0,157.0,22.5023
2023-03-05 00:00:00,New Britain,72495.0,23159.0,302.0,20.6911
2023-03-05 00:00:00,New Canaan,20233.0,4230.0,50.0,72.31248767363778
2023-03-05 00:00:00,New Fairfield,13878.0,2968.0,15.0,65.77093804483933
2023-03-05 00:00:00,New Hartford,6656.0,1312.0,7.0,61.52182802326139
2023-03-05 00:00:00,New Haven,130250.0,42715.0,319.0,37.62
2023-03-05 00:00:00,New London,26858.0,9327.0,59.0,40.9561
2023-03-05 00:00:00,New Milford,26805.0,6109.0,68.0,0.0
2023-03-05 00:00:00,Newington,30014.0,8092.0,154.0,39.9813
2023-03-05 00:00:00,Newtown,27891.0,6294.0,92.0,25.0977
2023-03-05 00:00:00,Norfolk,1630.0,159.0,2.0,0.0
2023-03-05 00:00:00,North Branford,14146.0,3807.0,42.0,49.484
2023-03-05 00:00:00,North Canaan,3251.0,654.0,20.0,59.50528011079181
2023-03-05 00:00:00,North Haven,23683.0,7326.0,78.0,33.7795
2023-03-05 00:00:00,North Stonington,5196.0,1172.0,14.0,59.72573058683346
2023-03-05 00:00:00,Norwalk,88816.0,27064.0,296.0,32.6518
2023-03-05 00:00:00,Norwich,38768.0,12741.0,115.0,38.6917
2023-03-05 00:00:00,Old Lyme,7306.0,1648.0,6.0,60.4960543731494
2023-03-05 00:00:00,Old Saybrook,10061.0,2590.0,72.0,63.130428228007695
2023-03-05 00:00:00,Orange,13926.0,3719.0,29.0,50.2657
2023-03-05 00:00:00,Oxford,13255.0,3070.0,39.0,64.93196608606057
2023-03-05 00:00:00,Plainfield,15125.0,4400.0,57.0,60.47723828911819
2023-03-05 00:00:00,Plainville,17534.0,4791.0,72.0,63.662467832661015
2023-03-05 00:00:00,Plymouth,11598.0,2818.0,23.0,62.33201302105809
2023-03-05 00:00:00,Pomfret,4203.0,941.0,8.0,58.9153421364418
2023-03-05 00:00:00,Portland,9267.0,2001.0,34.0,63.64769330770419
